"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,,Cited 39 timesDetailsAbstract
,in pure solvent,60,"ethanol, water",ethanol (96 percent); water (4 percent),,Solubility: >50 mg/g solvent,"Li, Zhibin;?Yang, Bing-Shiou;?Jiang, Mo;?Eriksson, Magnus;?Spinelli, Earl;?Yee, Nathan;?Senanayake, Chris[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1307 - 1314]"
,,,,,,,Full Text
,,,,,,,Cited 39 timesDetailsAbstract
,in pure solvent,60,methanol,,,Solubility: >50 mg/g solvent,"Li, Zhibin;?Yang, Bing-Shiou;?Jiang, Mo;?Eriksson, Magnus;?Spinelli, Earl;?Yee, Nathan;?Senanayake, Chris[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1307 - 1314]"
,,,,,,,Full Text
,,,,,,,Cited 39 timesDetailsAbstract
,in pure solvent,60,tetrahydrofuran,,,Solubility: >50 mg/g solvent,"Li, Zhibin;?Yang, Bing-Shiou;?Jiang, Mo;?Eriksson, Magnus;?Spinelli, Earl;?Yee, Nathan;?Senanayake, Chris[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1307 - 1314]"
,,,,,,,Full Text
,,,,,,,Cited 39 timesDetailsAbstract
,in solution,25,H2O,,,Solubility: 7.2 weight-percent,"Marcolli, Claudia;?Luo, Beiping;?Peter, Thomas[Journal of Physical Chemistry A,?2004, vol. 108, # 12, p. 2216 - 2224]"
,,,,,,,Full Text
,,,,,,,Cited 257 timesDetailsAbstract
,in pure solvent,65,H2O,,,Solubility: 6.023 mol-percent,"Apelblat, Alexander;?Manzurola, Emanuel[Journal of Chemical Thermodynamics,?1987, vol. 19, # 3, p. 317 - 320]"
,,,,,,,Full Text
,,,,,,,Cited 221 timesDetailsAbstract
,in pure solvent,25,H2O,,,Solubility: 1.337 mol-percent,"Apelblat, Alexander;?Manzurola, Emanuel[Journal of Chemical Thermodynamics,?1987, vol. 19, # 3, p. 317 - 320]"
,,,,,,,Full Text
,,,,,,,Cited 221 timesDetailsAbstract
,in pure solvent,5,H2O,,,Solubility: 0.539 mol-percent,"Apelblat, Alexander;?Manzurola, Emanuel[Journal of Chemical Thermodynamics,?1987, vol. 19, # 3, p. 317 - 320]"
,,,,,,,Full Text
,,,,,,,Cited 221 timesDetailsAbstract
,,,,,,"in i-Propanol, t-Butanol, n-Hexanol","Kolthoff;?Chantooni[Analytical Chemistry,?1978, vol. 50, p. 1440,1441]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in Wasser,"Kolthoff;?Chantooni[Journal of the American Chemical Society,?1976, vol. 98, p. 5063,5065]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in Dimethylsulfoxid,"Kolthoff;?Chantooni[Journal of the American Chemical Society,?1976, vol. 98, p. 5063,5065]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in Methanol,"Kolthoff;?Chantooni[Journal of the American Chemical Society,?1976, vol. 98, p. 5063,5065]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in Acetonitril,"Kolthoff;?Chantooni[Journal of the American Chemical Society,?1976, vol. 98, p. 5063,5065]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Loeslichkeit in H2O bei versch. Ionenstaerken,"Nielsen[Faraday Discussions of the Chemical Society,?1976, vol. 61, p. 153,158, 160-163]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Einfluss v. H2O u. ROH auf Loeslichkeit von Succinsaeure in Acetonitril,"Kolthoff;?Chantooni[Analytical Chemistry,?1975, vol. 47, p. 1921,1922]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,"in Me., Acetonitril, DMF u. DMSO","Chantooni;?Kolthoff[Journal of Physical Chemistry,?1975, vol. 79, p. 1176,1177, 1181]"
,,,,,,,Full Text
,,,,,,,Cited 48 timesDetails
,,,,,,in versch. Lsgsm.,"Proskuryakov et al.[Journal of applied chemistry of the USSR,?1972, vol. 45, p. 127][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1972, vol. 45, p. 137]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in 30percent HNO3 sowie im System mit Adipinsaeure und 30percent-HNO3,"Vysotskii et al.[Journal of general chemistry of the USSR,?1971, vol. 41, p. 2636][Zhurnal Obshchei Khimii, p. 2603]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,H2O,"Singh et al.[Indian Journal of Chemistry,?1971, vol. 9, p. 141]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in Diisopropylether (20grad): 0.12g/100g Lsm.,"Wright[Journal of the Chemical Society B: Physical Organic,?1966, p. 355]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetails
,,,,,,in W. (20grad): 6.93g/100g W. (Tab.1),"Wright[Journal of the Chemical Society B: Physical Organic,?1966, p. 355]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetails
,,3.2,H2O,,,100 g solvent dissolves. 3.3 g Substance.,"Bertini;?Pino[Chimica e l'Industria (Milan, Italy),?1959, vol. 41, p. 195]"
,,,,,,,Full Text
,,,,,,,Details
,,71.3,H2O,,,100 g solvent dissolves. 34.67 g Substance.,"Bertini;?Pino[Chimica e l'Industria (Milan, Italy),?1959, vol. 41, p. 195]"
,,,,,,,Full Text
,,,,,,,Details
,,,cyclopentanone,,,at:3.2-71.3 degreeC.,"Bertini;?Pino[Chimica e l'Industria (Milan, Italy),?1959, vol. 41, p. 195]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,"H2O, EtOH, Et2O 'geringer' als Bernsteinsaeure","Current Patent Assignee:?KAKEN KAGAKU?- US3352759,?1959, A[Chem.Abstr.,?1968, vol. 68, # 28475m][Chem.Abstr.,?1968, vol. 68, # 28475m]"
,,,,,,,Full Text
,,,,,,,Details
42.938,in pure solvent,10.3,H2O,,,,"Davies;?Griffiths[Transactions of the Faraday Society,?1953, vol. 49, p. 1405,1406,1408]"
,,,,,,,Full Text
,,,,,,,Details
239.958,in pure solvent,54.9,H2O,,,,"Davies;?Griffiths[Transactions of the Faraday Society,?1953, vol. 49, p. 1405,1406,1408]"
,,,,,,,Full Text
,,,,,,,Details
,,,benzene,,,at:35-65 degreeC.,"Davies;?Griffiths[Transactions of the Faraday Society,?1953, vol. 49, p. 1405,1406,1408]"
,,,,,,,Full Text
,,,,,,,Details
,,,butan-1-ol,,,at:23.8-28.0 degreeC.,"Gaffney;?Drew[Industrial and Engineering Chemistry,?1950, vol. 42, p. 1120]"
,,,,,,,Full Text
,,,,,,,Details
,,,acetone,,,at:20.7-28.1 degreeC.,"Gaffney;?Drew[Industrial and Engineering Chemistry,?1950, vol. 42, p. 1120]"
,,,,,,,Full Text
,,,,,,,Details
,,20,acetone,,,,"Ssementschenko;?Schachparonow[Zhurnal Fizicheskoj Khimii,?1948, vol. 22, p. 1257][Chem.Abstr.,?1949, p. 1241]"
,,,,,,,Full Text
,,,,,,,Details
,,20,methanol,,,,"Ssementschenko;?Schachparonow[Zhurnal Fizicheskoj Khimii,?1948, vol. 22, p. 1257][Chem.Abstr.,?1949, p. 1241]"
,,,,,,,Full Text
,,,,,,,Details
,,20,H2O,,,,"Ssementschenko;?Schachparonow[Zhurnal Fizicheskoj Khimii,?1948, vol. 22, p. 1257][Chem.Abstr.,?1949, p. 1241]"
,,,,,,,Full Text
,,,,,,,Details
,,20,"ethane-1,2-diol",,,,"Ssementschenko;?Schachparonow[Zhurnal Fizicheskoj Khimii,?1948, vol. 22, p. 1257][Chem.Abstr.,?1949, p. 1241]"
,,,,,,,Full Text
,,,,,,,Details
,,20,3-methyl-butan-1-ol,,,,"Ssementschenko;?Schachparonow[Zhurnal Fizicheskoj Khimii,?1948, vol. 22, p. 1257][Chem.Abstr.,?1949, p. 1241]"
,,,,,,,Full Text
,,,,,,,Details
,,20,glycerol,,,,"Ssementschenko;?Schachparonow[Zhurnal Fizicheskoj Khimii,?1948, vol. 22, p. 1257][Chem.Abstr.,?1949, p. 1241]"
,,,,,,,Full Text
,,,,,,,Details
,,20,aq. formic acid (95.5percent),,,,"Ssementschenko;?Schachparonow[Zhurnal Fizicheskoj Khimii,?1948, vol. 22, p. 1257][Chem.Abstr.,?1949, p. 1241]"
,,,,,,,Full Text
,,,,,,,Details
,,108,H2O,,,Solubility :60 percent.,"Benrath[Zeitschrift fur Anorganische und Allgemeine Chemie,?1942, vol. 249, p. 245,246]"
,,,,,,,Full Text
,,,,,,,Details
,,160,H2O,,,Solubility :90 percent.,"Benrath[Zeitschrift fur Anorganische und Allgemeine Chemie,?1942, vol. 249, p. 245,246]"
,,,,,,,Full Text
,,,,,,,Details
,,0,furfural,,,Solubility :2 percent.,"Trimble[Industrial and Engineering Chemistry,?1941, vol. 33, p. 661]"
,,,,,,,Full Text
,,,,,,,Details
,,25,furfural,,,Solubility :3 percent.,"Trimble[Industrial and Engineering Chemistry,?1941, vol. 33, p. 661]"
,,,,,,,Full Text
,,,,,,,Details
,,40,furfural,,,Solubility :7 percent.,"Trimble[Industrial and Engineering Chemistry,?1941, vol. 33, p. 661]"
,,,,,,,Full Text
,,,,,,,Details
,,28,acetone,,,,"Desai;?Patel[Journal of the Indian Chemical Society,?1935, vol. 12, p. 133][Chemisches Zentralblatt,?1935, vol. 106, # II, p. 831]"
,,,,,,,Full Text
,,,,,,,Details
,,28,methanol,,,,"Desai;?Patel[Journal of the Indian Chemical Society,?1935, vol. 12, p. 133][Chemisches Zentralblatt,?1935, vol. 106, # II, p. 831]"
,,,,,,,Full Text
,,,,,,,Details
,,28,H2O,,,,"Desai;?Patel[Journal of the Indian Chemical Society,?1935, vol. 12, p. 133][Chemisches Zentralblatt,?1935, vol. 106, # II, p. 831]"
,,,,,,,Full Text
,,,,,,,Details
,,15,H2O,,,1 part(s) of substance.dissolves in:19 parts of solvent.,"Keffler[Journal of Physical Chemistry,?1934, vol. 38, p. 717 Anm.2]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetails
,,100,H2O,,,1 part(s) of substance.dissolves in:0.81 parts of solvent.,"Keffler[Journal of Physical Chemistry,?1934, vol. 38, p. 717 Anm.2]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetails
,,20,H2O,,,100 g solvent dissolves. 6.8 g Substance.,"Wright[Journal of the Chemical Society,?1927, p. 1336]"
,,,,,,,Full Text
,,,,,,,Details
,,30,H2O,,,100 g solvent dissolves. 10.5 g Substance.,"Wright[Journal of the Chemical Society,?1927, p. 1336]"
,,,,,,,Full Text
,,,,,,,Details
,,20,ethanol,,,100 g solvent dissolves. 10.1 g Substance.,"Wright[Journal of the Chemical Society,?1927, p. 1336]"
,,,,,,,Full Text
,,,,,,,Details
,,30,ethanol,,,100 g solvent dissolves. 12.0 g Substance.,"Wright[Journal of the Chemical Society,?1927, p. 1336]"
,,,,,,,Full Text
,,,,,,,Details
,,20,aq. ethanol (50percent),,,100 g solvent dissolves. 13.8 g Substance.,"Wright[Journal of the Chemical Society,?1927, p. 1336]"
,,,,,,,Full Text
,,,,,,,Details
,,30,aq. ethanol (50percent),,,100 g solvent dissolves. 21.0 g Substance.,"Wright[Journal of the Chemical Society,?1927, p. 1336]"
,,,,,,,Full Text
,,,,,,,Details
38.6,in pure solvent,20,acetone,,,,"Viseur[Bulletin des Societes Chimiques Belges,?1926, vol. 35, p. 428][Chemisches Zentralblatt,?1927, vol. 98, # I, p. 1543]"
,,,,,,,Full Text
,,,,,,,Details
3.2,in pure solvent,17.5,diethyl ether,,,,"Perschke[Zeitschrift fur Anorganische und Allgemeine Chemie,?1926, vol. 151, p. 248][Zhurnal Russkago Fiziko-Khimicheskago Obshchestva,?1926, vol. 58, p. 505]"
,,,,,,,Full Text
,,,,,,,Details
56.5,in pure solvent,17.5,H2O,,,,"Perschke[Zeitschrift fur Anorganische und Allgemeine Chemie,?1926, vol. 151, p. 248][Zhurnal Russkago Fiziko-Khimicheskago Obshchestva,?1926, vol. 58, p. 505]"
,,,,,,,Full Text
,,,,,,,Details
3.8,in pure solvent,23,diethyl ether,,,,"Schilow;?Lepin[Zeitschrift fur Physikalische Chemie, Stoechiometrie und Verwandtschaftslehre,?1922, vol. 101, p. 381]"
,,,,,,,Full Text
,,,,,,,Details
72,in pure solvent,23,H2O,,,,"Schilow;?Lepin[Zeitschrift fur Physikalische Chemie, Stoechiometrie und Verwandtschaftslehre,?1922, vol. 101, p. 381]"
,,,,,,,Full Text
,,,,,,,Details
,,25,1-isopropyl-4-methyl-benzene,,,100 g solvent dissolves. 0.02 g Substance.,"Wheeler[Journal of the American Chemical Society,?1920, vol. 42, p. 1844]"
,,,,,,,Full Text
,,,,,,,Details
,,15,H2O,,,Solubility :5.09 percent.,"Forbes;?Coolidge[Journal of the American Chemical Society,?1919, vol. 41, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
,,20,H2O,,,Solubility :6.30 percent.,"Forbes;?Coolidge[Journal of the American Chemical Society,?1919, vol. 41, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
,,25,H2O,,,Solubility :7.67 percent.,"Forbes;?Coolidge[Journal of the American Chemical Society,?1919, vol. 41, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
,,15,diethyl ether,,,Solubility :0.353 percent.,"Forbes;?Coolidge[Journal of the American Chemical Society,?1919, vol. 41, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
,,20,diethyl ether,,,Solubility :0.420 percent.,"Forbes;?Coolidge[Journal of the American Chemical Society,?1919, vol. 41, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
,,25,diethyl ether,,,Solubility :0.487 percent.,"Forbes;?Coolidge[Journal of the American Chemical Society,?1919, vol. 41, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
,,18.5,formic acid (95percent),,,100 g solvent dissolves. 2.06 g Substance.,"Aschan[Chemiker-Zeitung, Chemische Apparatur,?1913, vol. 37, p. 1117]"
,,,,,,,Full Text
,,,,,,,Details
79.3,in pure solvent,25,H2O,,,,"Herz[Zeitschrift fur Anorganische und Allgemeine Chemie,?1910, vol. 65, p. 341]"
,,,,,,,Full Text
,,,,,,,Details
,,0,H2O,,,100 g solvent dissolves. 2.75 g Substance.,"Marshall;?Bain[Journal of the Chemical Society,?1910, vol. 97, p. 1085]"
,,,,,,,Full Text
,,,,,,,Details
,,12.5,H2O,,,100 g solvent dissolves. 4.92 g Substance.,"Marshall;?Bain[Journal of the Chemical Society,?1910, vol. 97, p. 1085]"
,,,,,,,Full Text
,,,,,,,Details
,,25,H2O,,,100 g solvent dissolves. 8.35 g Substance.,"Marshall;?Bain[Journal of the Chemical Society,?1910, vol. 97, p. 1085]"
,,,,,,,Full Text
,,,,,,,Details
,,37.5,H2O,,,100 g solvent dissolves. 14.10 g Substance.,"Marshall;?Bain[Journal of the Chemical Society,?1910, vol. 97, p. 1085]"
,,,,,,,Full Text
,,,,,,,Details
,,50,H2O,,,100 g solvent dissolves. 23.83 g Substance.,"Marshall;?Bain[Journal of the Chemical Society,?1910, vol. 97, p. 1085]"
,,,,,,,Full Text
,,,,,,,Details
,,62.5,H2O,,,100 g solvent dissolves. 39.35 g Substance.,"Marshall;?Bain[Journal of the Chemical Society,?1910, vol. 97, p. 1085]"
,,,,,,,Full Text
,,,,,,,Details
,,75,H2O,,,100 g solvent dissolves. 60.37 g Substance.,"Marshall;?Bain[Journal of the Chemical Society,?1910, vol. 97, p. 1085]"
,,,,,,,Full Text
,,,,,,,Details
,,0,H2O,,,100 g solvent dissolves. 2.77 g Substance.,"Marshall;?Cameron[Journal of the Chemical Society,?1907, vol. 91, p. 1523]"
,,,,,,,Full Text
,,,,,,,Details
,,20,H2O,,,100 g solvent dissolves. 6.84 g Substance.,"Marshall;?Cameron[Journal of the Chemical Society,?1907, vol. 91, p. 1523]"
,,,,,,,Full Text
,,,,,,,Details
,,25,H2O,,,100 g solvent dissolves. 8.59 g Substance.,"Marshall;?Cameron[Journal of the Chemical Society,?1907, vol. 91, p. 1523]"
,,,,,,,Full Text
,,,,,,,Details
,,40,H2O,,,100 g solvent dissolves. 14.86 g Substance.,"Marshall;?Cameron[Journal of the Chemical Society,?1907, vol. 91, p. 1523]"
,,,,,,,Full Text
,,,,,,,Details
,,,ethanol,,,Solubility :12.5 percent.,"Albahary[Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences,?1907, vol. 144, p. 1232]"
,,,,,,,Full Text
,,,,,,,Details
,,,diethyl ether,,,Solubility :1.26 percent.,"Albahary[Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences,?1907, vol. 144, p. 1232]"
,,,,,,,Full Text
,,,,,,,Details
,,20,H2O,,,100 g solvent dissolves. 6.71 g Substance.,"Herz;?Knoch[Zeitschrift fur anorganische Chemie (1892),?1904, vol. 41, p. 320]"
,,,,,,,Full Text
,,,,,,,Details
,,15,diethyl ether,,,1.193 part(s) of substance.dissolves in:100 parts of solvent.,"Rau[Fresenius Zeitschrift fur Analytische Chemie,?1893, vol. 32, p. 483]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethanol,,,9.986 part(s) of substance.dissolves in:100 parts of solvent.,"Rau[Fresenius Zeitschrift fur Analytische Chemie,?1893, vol. 32, p. 483]"
,,,,,,,Full Text
,,,,,,,Details
,,,methanol,,,15.73 part(s) of substance.dissolves in:100 parts of solvent.,"Rau[Fresenius Zeitschrift fur Analytische Chemie,?1893, vol. 32, p. 483]"
,,,,,,,Full Text
,,,,,,,Details
,,,acetone,,,5.5444 part(s) of substance.dissolves in:100 parts of solvent.,"Rau[Fresenius Zeitschrift fur Analytische Chemie,?1893, vol. 32, p. 483]"
,,,,,,,Full Text
,,,,,,,Details
,,15,diethyl ether,,,1.249 part(s) of substance.dissolves in:100 parts of solvent.,"Bourgoin[Bulletin de la Societe Chimique de France,?1878, vol. <2> 29, p. 245]"
,,,,,,,Full Text
,,,,,,,Details
,,15,aq. ethanol (90percent),,,11.004 part(s) of substance.dissolves in:100 parts of solvent.,"Bourgoin[Bulletin de la Societe Chimique de France,?1878, vol. <2> 29, p. 245]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethanol,,,6.98 part(s) of substance.dissolves in:100 parts of solvent.,"Bourgoin[Bulletin de la Societe Chimique de France,?1878, vol. <2> 29, p. 245]"
,,,,,,,Full Text
,,,,,,,Details
,,0,H2O,,,2.88 part(s) of substance.dissolves in:100 parts of solvent.,"Bourgoin[Bulletin de la Societe Chimique de France,?1874, vol. <2> 21, p. 112]"
,,,,,,,Full Text
,,,,,,,Details
,,14.5,H2O,,,5.14 part(s) of substance.dissolves in:100 parts of solvent.,"Bourgoin[Bulletin de la Societe Chimique de France,?1874, vol. <2> 21, p. 112]"
,,,,,,,Full Text
,,,,,,,Details
,,40.5,H2O,,,15.37 part(s) of substance.dissolves in:100 parts of solvent.,"Bourgoin[Bulletin de la Societe Chimique de France,?1874, vol. <2> 21, p. 112]"
,,,,,,,Full Text
,,,,,,,Details
,,18,H2O,,,100 g solvent dissolves. 6.20 g Substance.,"Carius[Justus Liebigs Annalen der Chemie,?1867, vol. 142, p. 138][Justus Liebigs Annalen der Chemie,?1870, vol. 155, p. 219]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,insoluble in liquid CO2 at ambient temperature;,"Gore, G.[Philosophical Transactions of the Royal Society of London,?1861, vol. 151, p. 83 - 87]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: C: MVol.C1, 215, page 548 - 568]"
,,,,,,,Full Text
,,,,,,,Details
