"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,propan-1-ol,,,Solubility: 11.33E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,propan-1-ol,,,Solubility: 12.74E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,propan-1-ol,,,Solubility: 14.63E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,35.04,propan-1-ol,,,Solubility: 16.00E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,pentan-1-ol,,,Solubility: 9.50E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,pentan-1-ol,,,Solubility: 12.04E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,pentan-1-ol,,,Solubility: 14.32E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,35.04,pentan-1-ol,,,Solubility: 17.13E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,methyl formate,,,Solubility: 1.87E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,10.04,methyl formate,,,Solubility: 2.12E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,methyl formate,,,Solubility: 2.57E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,methyl formate,,,Solubility: 3.16E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,methyl acetate,,,Solubility: 5.98E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,methyl acetate,,,Solubility: 7.05E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,methyl acetate,,,Solubility: 7.97E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,35.04,methyl acetate,,,Solubility: 9.17E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,CHCl3,,,Solubility: 26.02E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,CHCl3,,,Solubility: 33.77E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,CHCl3,,,Solubility: 43.70E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,35.04,CHCl3,,,Solubility: 51.11E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,10.04,cyclohexane,,,Solubility: 0.168E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,cyclohexane,,,Solubility: 0.270E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,cyclohexane,,,Solubility: 0.634E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,35.04,cyclohexane,,,Solubility: 1.667E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,ethanol,,,Solubility: 5.79E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,ethanol,,,Solubility: 6.58E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,ethanol,,,Solubility: 8.98E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,35.04,ethanol,,,Solubility: 11.33E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,butan-1-ol,,,Solubility: 18.07E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,butan-1-ol,,,Solubility: 21.30E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,butan-1-ol,,,Solubility: 23.85E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,35.04,butan-1-ol,,,Solubility: 27.13E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,hexan-1-ol,,,Solubility: 7.44E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,hexan-1-ol,,,Solubility: 8.46E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,hexan-1-ol,,,Solubility: 10.20E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,35.04,hexan-1-ol,,,Solubility: 12.73E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,various solvent(s),,,Solubility: 3.01E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,various solvent(s),,,Solubility: 3.33E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,various solvent(s),,,Solubility: 3.16E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,35.04,various solvent(s),,,Solubility: 3.95E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,ethyl acetate,,,Solubility: 9.63E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,ethyl acetate,,,Solubility: 15.50E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,ethyl acetate,,,Solubility: 20.66E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,35.04,ethyl acetate,,,Solubility: 30.47E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,CH2Cl2,,,Solubility: 7.90E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,10.04,CH2Cl2,,,Solubility: 8.37E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,CH2Cl2,,,Solubility: 8.97E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,CH2Cl2,,,Solubility: 9.91E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,5.04,acetone,,,Solubility: 5.56E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,15.04,acetone,,,Solubility: 8.66E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,25.04,acetone,,,Solubility: 15.78E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in solution,35.04,acetone,,,Solubility: 22.73E-2 molpercent,"Cao, Dan;?Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1366 - 1368]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
,in pure solvent,5.04,"acetone, H2O",,,"Ratio of solvents: 3111:6889 mol/mol, Solubility: 3.50E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,15.04,"acetone, H2O",,,"Ratio of solvents: 3111:6889 mol/mol, Solubility: 5.18E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,25.04,"acetone, H2O",,,"Ratio of solvents: 3111:6889 mol/mol, Solubility: 7.35E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,35.04,"acetone, H2O",,,"Ratio of solvents: 3111:6889 mol/mol, Solubility: 11.53E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,45.04,"acetone, H2O",,,"Ratio of solvents: 3111:6889 mol/mol, Solubility: 20.20E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,5.04,"acetone, H2O",,,"Ratio of solvents: 4261:5739 mol/mol, Solubility: 14.36E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,15.04,"acetone, H2O",,,"Ratio of solvents: 4261:5739 mol/mol, Solubility: 17.42E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,25.04,"acetone, H2O",,,"Ratio of solvents: 4261:5739 mol/mol, Solubility: 26.04E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,35.04,"acetone, H2O",,,"Ratio of solvents: 4261:5739 mol/mol, Solubility: 33.01E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,45.04,"acetone, H2O",,,"Ratio of solvents: 4261:5739 mol/mol, Solubility: 41.93E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,5.04,"acetone, H2O",,,"Ratio of solvents: 5107:4893 mol/mol, Solubility: 36.73E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,15.04,"acetone, H2O",,,"Ratio of solvents: 5107:4893 mol/mol, Solubility: 40.90E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,25.04,"acetone, H2O",,,"Ratio of solvents: 5107:4893 mol/mol, Solubility: 46.05E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,35.04,"acetone, H2O",,,"Ratio of solvents: 5107:4893 mol/mol, Solubility: 52.96E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,45.04,"acetone, H2O",,,"Ratio of solvents: 5107:4893 mol/mol, Solubility: 63.57E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,5.04,"acetone, H2O",,,"Ratio of solvents: 5958:4042 mol/mol, Solubility: 66.88E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,15.04,"acetone, H2O",,,"Ratio of solvents: 5958:4042 mol/mol, Solubility: 71.08E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,25.04,"acetone, H2O",,,"Ratio of solvents: 5958:4042 mol/mol, Solubility: 75.32E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,35.04,"acetone, H2O",,,"Ratio of solvents: 5958:4042 mol/mol, Solubility: 81.81E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,45.04,"acetone, H2O",,,"Ratio of solvents: 5958:4042 mol/mol, Solubility: 86.92E-4 mol/kg","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,5.04,"acetone, H2O",,,"Ratio of solvents: 3111:6889 mol/mol, Solubility: 1.07E-3 molpercent","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,15.04,"acetone, H2O",,,"Ratio of solvents: 3111:6889 mol/mol, Solubility: 1.58E-3 molpercent","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,25.04,"acetone, H2O",,,"Ratio of solvents: 3111:6889 mol/mol, Solubility: 2.24E-3 molpercent","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,35.04,"acetone, H2O",,,"Ratio of solvents: 3111:6889 mol/mol, Solubility: 3.51E-3 molpercent","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,45.04,"acetone, H2O",,,"Ratio of solvents: 3111:6889 mol/mol, Solubility: 6.16E-3 molpercent","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,5.04,"acetone, H2O",,,"Ratio of solvents: 4261:5739 mol/mol, Solubility: 5.04E-3 molpercent","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,15.04,"acetone, H2O",,,"Ratio of solvents: 4261:5739 mol/mol, Solubility: 6.11E-3 molpercent","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,25.04,"acetone, H2O",,,"Ratio of solvents: 4261:5739 mol/mol, Solubility: 9.14E-3 molpercent","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,35.04,"acetone, H2O",,,"Ratio of solvents: 4261:5739 mol/mol, Solubility: 11.58E-3 molpercent","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,45.04,"acetone, H2O",,,"Ratio of solvents: 4261:5739 mol/mol, Solubility: 14.71E-3 molpercent","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,5.04,"acetone, H2O",,,"Ratio of solvents: 5107:4893 mol/mol, Solubility: 14.13E-3 molpercent","Zhao, Guoling;?Yan, Weidong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2365 - 2367]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
