"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,24.99,octane,,,Solubility: 1.48760 mol/kg,"Eliseeva;?Dyshin;?Kiselev[Russian Journal of Physical Chemistry,?2013, vol. 87, # 3, p. 401 - 406][Zh. Fiz. Khim.,?2013, vol. 87, # 3, p. 422 - 426,5]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,24.01,acetone,,,Solubility: 210.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,24.95,acetone,,,Solubility: 218.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,27.07,acetone,,,Solubility: 232.9 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,28.39,acetone,,,Solubility: 246 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,30.31,acetone,,,Solubility: 258.9 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,31.98,acetone,,,Solubility: 272.4 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,33.47,acetone,,,Solubility: 284.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,34.6,acetone,,,Solubility: 297.2 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,36.21,acetone,,,Solubility: 310.1 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,37.87,acetone,,,Solubility: 323 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,38.87,acetone,,,Solubility: 334.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,39.81,acetone,,,Solubility: 346.8 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,41.21,acetone,,,Solubility: 360.8 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,42.58,acetone,,,Solubility: 376.2 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,44.1,acetone,,,Solubility: 394.2 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,45.9,acetone,,,Solubility: 415.4 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,47.71,acetone,,,Solubility: 439.7 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,49.54,acetone,,,Solubility: 458.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,26.26,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 291.8 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,29.54,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 317.9 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,32.98,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 343.4 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,36.68,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 371.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,38.8,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 398.1 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,42.36,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 439.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,46.09,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 479.1 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,48.97,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 508.3 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,51.89,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 544.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,55.5,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 580.2 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,57.3,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 608.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,60.37,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 646.7 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,62.4,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 685 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,64.81,"5,5-dimethyl-1,3-cyclohexadiene",,,Solubility: 719.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,31.1,ethanol,,,Solubility: 46.4 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,34.28,ethanol,,,Solubility: 53.11 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,36.37,ethanol,,,Solubility: 56.56 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,38.77,ethanol,,,Solubility: 61.41 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,41.36,ethanol,,,Solubility: 65.84 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,42.77,ethanol,,,Solubility: 70.25 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,44.91,ethanol,,,Solubility: 76.01 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,46.64,ethanol,,,Solubility: 81.61 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,48.3,ethanol,,,Solubility: 87.61 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,50.29,ethanol,,,Solubility: 103.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,52.52,ethanol,,,Solubility: 116.2 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,54.16,ethanol,,,Solubility: 128.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,56.18,ethanol,,,Solubility: 139.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,57.27,ethanol,,,Solubility: 153.9 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,58.84,ethanol,,,Solubility: 174.2 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,60.74,ethanol,,,Solubility: 203.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,62.74,ethanol,,,Solubility: 238.2 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,64.6,ethanol,,,Solubility: 293.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,66.6,ethanol,,,Solubility: 381.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,18.19,toluene,,,Solubility: 239.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,28.29,toluene,,,Solubility: 310.3 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,31.38,toluene,,,Solubility: 339.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,35.37,toluene,,,Solubility: 373.9 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,38.77,toluene,,,Solubility: 405.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,42.09,toluene,,,Solubility: 438.7 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,45.39,toluene,,,Solubility: 471.7 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,49.07,toluene,,,Solubility: 502.7 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,51.21,toluene,,,Solubility: 537.1 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,54.39,toluene,,,Solubility: 588.9 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,58.19,toluene,,,Solubility: 637.4 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,61.49,toluene,,,Solubility: 677.3 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,17.09,n-heptane,,,Solubility: 59.48 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,21.14,n-heptane,,,Solubility: 70.54 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,24.69,n-heptane,,,Solubility: 79.82 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,28.21,n-heptane,,,Solubility: 88.93 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,29.88,n-heptane,,,Solubility: 97.78 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,32.14,n-heptane,,,Solubility: 106.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,34.37,n-heptane,,,Solubility: 115 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,36.47,n-heptane,,,Solubility: 123.4 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
