"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,almost insoluble in water,"Moffa, Samanta;?Aschi, Massimiliano;?Bazzoni, Margherita;?Cester Bonati, Federica;?Secchi, Andrea;?Bruni, Pantaleone;?Di Profio, Pietro;?Fontana, Antonella;?Pilato, Serena;?Siani, Gabriella[Journal of Molecular Liquids,?2022, vol. 368, art. no. 120731]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,,,,,,poorly soluble in water,"Patidar, Pooja;?Pillai, Sadafara A.;?Sheth, Urjita;?Bahadur, Pratap;?Bahadur, Anita[Journal of Biotechnology,?2017, vol. 254, p. 43 - 50]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,,,,,,,"Chowdhury, Md. Raihan;?Moshikur, Rahman Md;?Wakabayashi, Rie;?Tahara, Yoshiro;?Kamiya, Noriho;?Moniruzzaman, Muhammad;?Goto, Masahiro[Chemical Communications,?2019, vol. 55, # 54, p. 7737 - 7740]"
,,,,,,,Full Text
,,,,,,,Cited 45 timesDetailsAbstract
,,,,,,,"Tajiri, Misato;?Yamada, Ryo;?Hotsumi, Mayumi;?Makabe, Koki;?Konno, Hiroyuki[European Journal of Medicinal Chemistry,?2021, vol. 215, art. no. 113289]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
0.003,in pure solvent,37,water,,,,"Mohapatra, Tapas K.;?Moharana, Alok K.;?Swain, Ranjit P.;?Subudhi[Journal of Drug Delivery Science and Technology,?2021, vol. 61, art. no. 102119]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
0.00047,,25,water,,,,"Arya, Priyanka;?Raghav, Neera[Journal of Molecular Structure,?2021, vol. 1228, art. no. 129774]"
,,,,,,,Full Text
,,,,,,,Cited 63 timesDetailsAbstract
,,,,,,less soluble in water,"Xuan, Maosong;?Liang, Ju;?Li, Junbo;?Wu, Wenlan[Colloids and Surfaces A: Phys. Eng. Asp.,?2021, vol. 616, art. no. 126208]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,,,,,,sparingly soluble in biological medium,"Sahoo, Somarupa;?Raghavan, Abinaya;?Kumar, Arun;?Nandi, Dipankar;?Chakravarty, Akhil R.[European Journal of Inorganic Chemistry,?2021, vol. 2021, # 17, p. 1640 - 1650]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,,,,,,"soluble in acetone, acetonitrile, ethanol, chloromethane, chloroform; insoluble in water","Gano, Marcin;?Klebeko, Joanna;?Pe?ech, Robert[Journal of Molecular Liquids,?2021, vol. 337, art. no. 116420]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,,,,,,poor solubility in water,"Dhumal, Dinesh M.;?Kothari, Priya R.;?Kalhapure, Rahul S.;?Akamanchi, Krishnacharya G.[RSC Advances,?2015, vol. 5, # 110, p. 90295 - 90306]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,,,,,,,"Chiaoprakobkij, Nadda;?Phisalaphong, Muenduen;?Sanchavanakit, Neeracha;?Suwanmajo, Thapanar[Molecules,?2020, vol. 25, # 17]"
,,,,,,,Full Text
,,,,,,,Cited 46 timesDetailsAbstract
,,,,,,sparingly soluble in water; soluble in organic solvents and relatively stable in aprotic polar solvents such as DMSO,"Hu, Xiaochun;?Liu, Wenjie;?Shi, Shuo;?Tu, Ying;?Yao, Tianming;?Zhou, Lulu[Journal of Physical Chemistry B,?2020, vol. 124, # 12, p. 2343 - 2353]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,,,,,,sparingly soluble in water but readily soluble in ethanol,"Ajmal, Gufran;?Mishra, Pradeep Kumar;?Pandey, Vivek Kumar;?Upadhyay, Siddh Nath[International Journal of Pharmaceutics,?2020, vol. 589, art. no. 119858]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,37,dimethyl sulfoxide,,,Solubility: 0.0077 g/100g solvent,"Chakrabarti, S.;?Chhatre, Shraddha Y.;?Khairkar, Shyam R.;?Nagarkar, Amit A.;?Pansare, Amol V.;?Pansare, Shubham V.;?Patil, Vishwanath R.;?Shedge, Amol A.[Journal of Inorganic Biochemistry,?2020, vol. 212, art. no. 111210]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
0.0018,in solution,37,water,,,,"Chakrabarti, S.;?Chhatre, Shraddha Y.;?Khairkar, Shyam R.;?Nagarkar, Amit A.;?Pansare, Amol V.;?Pansare, Shubham V.;?Patil, Vishwanath R.;?Shedge, Amol A.[Journal of Inorganic Biochemistry,?2020, vol. 212, art. no. 111210]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
0.0428,in solution,37,ethanol,,,,"Chakrabarti, S.;?Chhatre, Shraddha Y.;?Khairkar, Shyam R.;?Nagarkar, Amit A.;?Pansare, Amol V.;?Pansare, Shubham V.;?Patil, Vishwanath R.;?Shedge, Amol A.[Journal of Inorganic Biochemistry,?2020, vol. 212, art. no. 111210]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,,,,,,soluble in water,"Rajasekaran, Marichamy;?Annaraj, Jamespandi[Journal of Nanoscience and Nanotechnology,?2014, vol. 14, # 7, p. 4874 - 4879]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,,,,,,,"Bhopate, Dhanaji P.;?Mahajan, Prasad G.;?Garadkar, Kalyanrao M.;?Kolekar, Govind B.;?Patil, Shivajirao R.[New Journal of Chemistry,?2015, vol. 39, # 9, p. 7086 - 7096]"
,,,,,,,Full Text
,,,,,,,Cited 45 timesDetailsAbstract
,,,,,,,"Balijepalli, Sanjay;?Mooliyil, Jashitha;?Panicker, Sreehari;?Parkkinen, Jaakko;?Raghavendran, Krishnan;?Sherman, Matthew A.;?Suresh, Madathilparambil V.;?Swamy, Samantha;?Zhang, Boya[FASEB Journal,?2019, vol. 33, # 12, p. 13294 - 13309]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
0.00173,in pure solvent,37,aq. phosphate buffer,,,,"Zhang, Qihong;?Suntsova, Lubov;?Chistyachenko, Yulia S.;?Evseenko, Veronika;?Khvostov, Mikhail V.;?Polyakov, Nikolay E.;?Dushkin, Alexandr V.;?Su, Weike[International Journal of Biological Macromolecules,?2019, vol. 128, p. 158 - 166]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
,,,,,,poorly soluble in aqueous media,"Varaprasad, Kokkarachedu;?Yallapu, Murali Mohan;?N¨²?ez, Dariela;?Oyarz¨²n, Patricio;?L¨®pez, Matias;?Jayaramudu, Tippabattini;?Karthikeyan, Chandrasekaran[RSC Advances,?2019, vol. 9, # 15, p. 8326 - 8332]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,,,,,,poor solubility in pure water,"Wang, Sujuan;?Peng, Xixi;?Cui, Liangliang;?Li, Tongtong;?Yu, Bei;?Ma, Gang;?Ba, Xinwu[Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,?2018, vol. 190, p. 89 - 95]"
,,,,,,,Full Text
,,,,,,,Cited 25 timesDetailsAbstract
0.007,in pure solvent,25,water,,,pH=7,"S Kumar, Vrinda;?Rijo, John;?M, Sabitha[International Journal of Biological Macromolecules,?2018, vol. 110, p. 318 - 327]"
,,,,,,,Full Text
,,,,,,,Cited 35 timesDetailsAbstract
0.009,in pure solvent,25,"hydrogenchloride, water",,,pH=1.2; c=0.1N (aq. HCl),"S Kumar, Vrinda;?Rijo, John;?M, Sabitha[International Journal of Biological Macromolecules,?2018, vol. 110, p. 318 - 327]"
,,,,,,,Full Text
,,,,,,,Cited 35 timesDetailsAbstract
0.014,in pure solvent,25,aq. phosphate buffer,,,pH=7.4,"S Kumar, Vrinda;?Rijo, John;?M, Sabitha[International Journal of Biological Macromolecules,?2018, vol. 110, p. 318 - 327]"
,,,,,,,Full Text
,,,,,,,Cited 35 timesDetailsAbstract
,,,,,,"solubility in 0.1 M phosphate buffer (pH 6.8) after 90 min and 24 h: 2.9 and 2.60 ¦ÌM, resp.","Theppawong, Atiruj;?Van de Walle, Tim;?Grootaert, Charlotte;?Bultinck, Margot;?Desmet, Tom;?Van Camp, John;?D'hooghe, Matthias[ChemistryOpen,?2018, vol. 7, # 5, p. 381 - 392]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
,,,,,,low aqueous solubility,"Jana, Avishek;?Verma, Brijesh K.;?Garai, Aditya;?Kondaiah, Paturu;?Chakravarty, Akhil R.[Inorganica Chimica Acta,?2018, vol. 483, p. 571 - 578]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,,,,,practically insoluble in water at an acidic and neutral pH,"Blanco-Garc¨ªa;?Otero-Espinar;?Blanco-M¨¦ndez;?Leiro-Vidal;?Luzardo-?lvarez[International Journal of Pharmaceutics,?2017, vol. 518, # 1-2, p. 86 - 104]"
,,,,,,,Full Text
,,,,,,,Cited 43 timesDetailsAbstract
,,,,,,water solubility of curcumin is extremely low,"Kharat, Mahesh;?Du, Zheyuan;?Zhang, Guodong;?McClements, David Julian[Journal of Agricultural and Food Chemistry,?2017, vol. 65, # 8, p. 1525 - 1532]"
,,,,,,,Full Text
,,,,,,,Cited 408 timesDetailsAbstract
,,,,,,poor aqueous solubility,"Bhattacharyya, Utso;?Kumar, Brijesh;?Garai, Aditya;?Bhattacharyya, Arnab;?Kumar, Arun;?Banerjee, Samya;?Kondaiah, Paturu;?Chakravarty, Akhil R.[Inorganic Chemistry,?2017, vol. 56, # 20, p. 12457 - 12468]"
,,,,,,,Full Text
,,,,,,,Cited 53 timesDetailsAbstract
,,,,,Page/Page column 75,soluble in EtOH,"Current Patent Assignee:?KLOX TECHNOLOGIES?- WO2017/203359,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,,low solubility in water,"Gorgannezhad, Lena;?Dehghan, Gholamreza;?Ebrahimipour, S. Yousef;?Naseri, Abdolhossein;?Nazhad Dolatabadi, Jafar Ezzati[Journal of Molecular Structure,?2016, vol. 1109, p. 139 - 145]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,,,,,,poorly soluble in aqueous phosphate buffered saline,"Ganeshkumar, Moorthy;?Ponrasu, Thangavel;?Subamekala, Muthaiya Kannappan;?Janani, Murthy;?Suguna, Lonchin[RSC Advances,?2016, vol. 6, # 7, p. 5599 - 5610]"
,,,,,,,Full Text
,,,,,,,Cited 21 timesDetailsAbstract
,,,,,,0.5 ¦ÌM serum-free Dulbecco¡¯s modified eagle medium,"De Vreese, Rob;?Grootaert, Charlotte;?D'hoore, Sander;?Theppawong, Atiruj;?Van Damme, Sam;?Van Bogaert, Maarten;?Van Camp, John;?D'hooghe, Matthias[European Journal of Medicinal Chemistry,?2016, vol. 123, p. 727 - 736]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
0.91,in pure solvent,20,isopropyl alcohol,,,,"Ukrainczyk, Marko;?Hodnett, B. Kieran;?Rasmuson, ?ke C.[Organic Process Research and Development,?2016, vol. 20, # 9, p. 1593 - 1602]"
,,,,,,,Full Text
,,,,,,,Cited 36 timesDetailsAbstract
7.2,in pure solvent,20,acetonitrile,,,,"Ukrainczyk, Marko;?Hodnett, B. Kieran;?Rasmuson, ?ke C.[Organic Process Research and Development,?2016, vol. 20, # 9, p. 1593 - 1602]"
,,,,,,,Full Text
,,,,,,,Cited 36 timesDetailsAbstract
,,,,,,extremely poor water soluble,"Darne, Priti A.;?Mehta, Mihir R.;?Agawane, Sachin B.;?Prabhune, Asmita A.[RSC Advances,?2016, vol. 6, # 72, p. 68504 - 68514]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
,,,,,Page/Page column 16,"title compound was determined to be highly soluble in: DMSO, DMF, 1,4-dioxane, MEK, NMP and THF, and moderately soluble in: acetone, ethyl acetate, methyl acetate and MIBK.","Current Patent Assignee:?TRANSLATIONAL GENOMICS RESEARCH INSTITUTE?- US9447050,?2016, B2"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,Paragraph 0036,partially soluble in ethyl acetate; partially soluble in ethanol; fully soluble in acetone; partially soluble in acetonitrile,"Current Patent Assignee:?SIGNPATH PHARMA?- US2015/147385,?2015, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,,poor water soluble,"Li, Yang;?Fu, Yang;?Guo, Hongyu;?Zhang, Lixue;?Huang, Lingling;?Yang, Li[International Journal of Pharmaceutics,?2015, vol. 489, # 1-2, p. 268 - 276]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
0.00121567,,,water,,,,"Leong, Sze Wei;?Mohd Faudzi, Siti Munirah;?Abas, Faridah;?Mohd Aluwi, Mohd Fadhlizil Fasihi;?Rullah, Kamal;?Lam, Kok Wai;?Abdul Bahari, Mohd Nazri;?(¡­)?Shaari, Khozirah;?Lajis, Nordin H.[Bioorganic and Medicinal Chemistry Letters,?2015, vol. 25, # 16, art. no. 22746, p. 3330 - 3337]"
,,,,,,,Full Text
,,,,,,,Cited 33 timesDetailsAbstract
1.1,,,water,,,,"Leong, Sze Wei;?Mohd Faudzi, Siti Munirah;?Abas, Faridah;?Mohd Aluwi, Mohd Fadhlizil Fasihi;?Rullah, Kamal;?Lam, Kok Wai;?Abdul Bahari, Mohd Nazri;?(¡­)?Shaari, Khozirah;?Lajis, Nordin H.[Bioorganic and Medicinal Chemistry Letters,?2015, vol. 25, # 16, art. no. 22746, p. 3330 - 3337]"
,,,,,,,Full Text
,,,,,,,Cited 33 timesDetailsAbstract
,,,,,,"solubility of title compound in melted lipids (Gelucire 39/01, Gelucire 50/13, Compritol and Precirol) ranged from 1% to 9%; the highest solubility (9%) was shown to be in Gelucire 50/13; the lowest solubility (1%) was found to be in both Precirol and Gelucire 39/01, whereas for Compritol it was only 2%","Hazzah, Heba A;?Farid, Ragwa M;?Nasra, Maha M. A;?Hazzah, Walaa A;?El-Massik, Magda A;?Abdallah, Ossama Y[Journal of Pharmaceutical Sciences,?2015, vol. 104, # 11, p. 3913 - 3924]"
,,,,,,,Full Text
,,,,,,,Cited 51 timesDetailsAbstract
,,,,,,poor soluble in water,"Khorsandi, Khatereh;?Hosseinzadeh, Reza;?Fateh, Mohsen[RSC Advances,?2015, vol. 5, # 114, p. 93987 - 93994]"
,,,,,,,Full Text
,,,,,,,Cited 36 timesDetailsAbstract
0.00031,in pure solvent,,water,,,,"Jambhrunkar, Siddharth;?Karmakar, Surajit;?Popat, Amirali;?Yu, Meihua;?Yu, Chengzhong[RSC Advances,?2014, vol. 4, # 2, p. 709 - 712]"
,,,,,,,Full Text
,,,,,,,Cited 92 timesDetailsAbstract
1.97,,,water,,,"as the forms of poly (d,l-lactide)-graft-pullulan nanoparticles","Tang, Xiao-Jiao;?Huang, Jun;?Xu, Liang-Yu;?Li, Yang;?Song, Juan;?Ma, Yue;?Yang, Li;?Yuan, Dan;?Wu, Hai-Yang[Carbohydrate Polymers,?2014, vol. 107, # 1, p. 7 - 15]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,,,,,soluble in acetonitrile and less soluble in water,"Mareeswaran, Paulpandian Muthu;?Babu, Eththilu;?Sathish, Veerasamy;?Kim, Byoungkook;?Woo, Seong Ihl;?Rajagopal, Seenivasan[New Journal of Chemistry,?2014, vol. 38, # 3, p. 1336 - 1345]"
,,,,,,,Full Text
,,,,,,,Cited 32 timesDetailsAbstract
,,,,,,soluble in water-miscible organic solvents,"Margulis;?Srinivasan;?Ware;?Summers;?Godin;?Magdassi[Journal of Materials Chemistry B,?2014, vol. 2, # 24, p. 3745 - 3752]"
,,,,,,,Full Text
,,,,,,,Cited 14 timesDetailsAbstract
0.002,in pure solvent,20,water,,,,"Komasaka, Takao;?Fujimura, Hisako;?Tagawa, Toshiaki;?Sugiyama, Akio;?Kitano, Yasunori[Chemical and Pharmaceutical Bulletin,?2014, vol. 62, # 11, p. 1073 - 1082]"
,,,,,,,Full Text
,,,,,,,Cited 20 timesDetailsAbstract
0.00056,in pure solvent,25,water,,,the increase in curcumin water solubility obtained in the presence of sulfobutyl ether ¦Â-cyclodextrin (SBE-¦Â-CD),"Cutrignelli, Annalisa;?Lopedota, Angela;?Denora, Nunzio;?Iacobazzi, Rosa Maria;?Fanizza, Elisabetta;?Laquintana, Valentino;?Perrone, Mara;?Maggi, Vito;?Franco, Massimo[Journal of Pharmaceutical Sciences,?2014, vol. 103, # 12, p. 3932 - 3940]"
,,,,,,,Full Text
,,,,,,,Cited 45 timesDetailsAbstract
,,,,,,not soluble in pure water,"Suresh, Kuthuru;?Chaitanya Mannava;?Nangia, Ashwini[RSC Advances,?2014, vol. 4, # 102, p. 58357 - 58361]"
,,,,,,,Full Text
,,,,,,,Cited 71 timesDetailsAbstract
,,,,,,"insoluble in aqueous solvents"" ,but soluble in organic ones","Pedrosa, S¨ªlvia Santos;?Gon?alves, Catarina;?David, Laurent;?Gama, Miguel[Macromolecular Bioscience,?2014, vol. 14, # 11, p. 1556 - 1568]"
,,,,,,,Full Text
,,,,,,,Cited 49 timesDetailsAbstract
,,,ethanol,,Paragraph 0071,Solubility: 3 g/100g solvent,"Current Patent Assignee:?VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY?- WO2013/58751,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.000552579,,,water,,,,"Peng, Yan-Min;?Zheng, Jian-Bin;?Zhou, Yu-Bo;?Li, Jia[Acta Pharmacologica Sinica,?2013, vol. 34, # 7, p. 939 - 950]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
0.000331547,in solution,,"aq. buffer, ethanol",ethanol (20 vol percent); aq. buffer (80 vol percent),,,"Singh, Ravinder;?Kristensen;?Tonnesen[Pharmazie,?2012, vol. 67, # 2, p. 131 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 17 timesDetailsAbstract
0.000110516,,,"phosphate buffer, ethanol",phosphate buffer (9 relative); ethanol (1 relative),,,"Hegge;?Schueller;?Kristensen;?Tonnesen[Pharmazie,?2008, vol. 63, # 8, p. 585 - 592]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
