"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,64.99,ethanol,,,Solubility: 0.0274 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,64.99,hexane,,,Solubility: 0.029 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,4.99,acetone,,,Solubility: 0.0422 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,9.99,acetone,,,Solubility: 0.0454 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,14.99,acetone,,,Solubility: 0.0541 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,19.99,acetone,,,Solubility: 0.061 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,24.99,acetone,,,Solubility: 0.0747 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,29.99,acetone,,,Solubility: 0.0879 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,34.99,acetone,,,Solubility: 0.0978 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,14.99,ethyl acetate,,,Solubility: 0.1085 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,39.99,acetone,,,Solubility: 0.121 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,19.99,ethyl acetate,,,Solubility: 0.1247 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,24.99,ethyl acetate,,,Solubility: 0.1583 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,44.99,acetone,,,Solubility: 0.1653 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,29.99,ethyl acetate,,,Solubility: 0.1891 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,49.99,acetone,,,Solubility: 0.1973 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,34.99,ethyl acetate,,,Solubility: 0.2164 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,39.99,ethyl acetate,,,Solubility: 0.2751 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,44.99,ethyl acetate,,,Solubility: 0.3136 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,49.99,ethyl acetate,,,Solubility: 0.3799 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,54.99,ethyl acetate,,,Solubility: 0.4443 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,59.99,ethyl acetate,,,Solubility: 0.5178 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,64.99,ethyl acetate,,,Solubility: 0.6889 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,14.99,water,,,Solubility: 2.814E-05 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,19.99,water,,,Solubility: 2.987E-05 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,24.99,water,,,Solubility: 3.315E-05 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,29.99,water,,,Solubility: 3.522E-05 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,34.99,water,,,Solubility: 3.747E-05 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,39.99,water,,,Solubility: 4.058E-05 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,44.99,water,,,Solubility: 4.455E-05 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,49.99,water,,,Solubility: 4.766E-05 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,54.99,water,,,Solubility: 5.301E-05 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,59.99,water,,,Solubility: 5.940E-05 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in solution,64.99,water,,,Solubility: 6.613E-05 molpercent,"Jin, Ju-Qing;?Rao, Yong;?Bian, Xiao-Li;?Zeng, Ai-Guo;?Yang, Guang-De[Journal of Solution Chemistry,?2013, vol. 42, # 5, p. 1018 - 1027]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
