"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,,Cited 306 timesDetailsAbstract
3.99093,in pure solvent,24,nitromethane,,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
10.8099,in pure solvent,24,acetone,,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
18.5539,in pure solvent,24,tetrahydrofuran,,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
3.93807,in pure solvent,24,methanol,,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
2.09061,in pure solvent,24,ethanol,,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
0.338304,in pure solvent,24,propan-2-ol,,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
0.277515,in pure solvent,24,H2O,,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
9.2505,in pure solvent,24,acetic acid,,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
1.08892,in pure solvent,24,CH2Cl2,,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
0.420237,in pure solvent,24,CHCl3,,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
10.0963,in pure solvent,24,"H2O, acetonitrile",H2O+CH3CN 20 percent,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
0.975267,in pure solvent,24,"H2O, acetonitrile",H2O+CH3CN 80 percent,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
3.54162,in pure solvent,24,"H2O, methanol",H2O+MeOH 10 percent,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
3.25089,in pure solvent,24,"H2O, methanol",H2O+MeOH 20 percent,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
1.17085,in pure solvent,24,"H2O, methanol",H2O+MeOH 50 percent,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
7.34754,in pure solvent,24,"H2O, CH2Cl2",H2O+CH2Cl2 50 percent,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
4.38738,in pure solvent,24,"H2O, acetone",H2O+acetone 33 percent,,,"Gu, Chong-Hui;?Young, Victor;?Grant, David J. W.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 11, p. 1878 - 1890]"
,,,,,,,Full Text
,,,,,,,Cited 306 timesDetailsAbstract
,in solution,,,,,temperature dependence. Object(s) of Study: pressure dependence,"Hampson, James W.;?Maxwell, Robert J.;?Li, Shufen;?Shadwell, Roxanne J.[Journal of Chemical and Engineering Data,?1999, vol. 44, # 6, p. 1222 - 1225]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
0.198,in solution,25,H2O,,,,"Namor, Angela F. Danil de;?Tanaka, David Alfredo Pacheco;?Regueira, Lisardo Nunez;?Orellana, Isabel Gomez[Journal of the Chemical Society - Faraday Transactions,?1992, vol. 88, # 12, p. 1665 - 1668]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
0.412,in solution,25,CHCl3,,,,"Namor, Angela F. Danil de;?Tanaka, David Alfredo Pacheco;?Regueira, Lisardo Nunez;?Orellana, Isabel Gomez[Journal of the Chemical Society - Faraday Transactions,?1992, vol. 88, # 12, p. 1665 - 1668]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in pure solvent,37,H2O,,,Solubility: 0.77 p(g/100g solution),"Avico;?Zuccaro;?Cingolani;?Ciranni Signoretti[Farmaco, Edizione Scientifica,?1985, vol. 40, # 12, p. 970 - 978]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,,bei 37grad und pH:7 (mg/100ml),"Hannig;?Rieckhoff[Pharmazeutische Zentralhalle,?1964, vol. 103, p. 799,800]"
,,,,,,,Full Text
,,,,,,,Details
,,26,aq. NaOH (0.1-2.5n),,,,"Holz et al.[1955, vol. 6, p. 68,69]"
,,,,,,,Full Text
,,,,,,,Details
,,37,H2O (pH 4.9-7.9),,,,"Sjoegren;?Oertenblad[Acta Chemica Scandinavica (1947),?1947, vol. 1, p. 605,608]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Biamonte;?Schneller[Journal of the American Pharmaceutical Association (1912),?1952, vol. 41, p. 341,345]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Langecker[Naunyn-Schmiedebergs Archiv fur Experimentelle Pathologie und Pharmakologie,?1948, vol. 205, p. 291,294]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Gilligan;?Plummer[Proceedings of the Society for Experimental Biology and Medicine,?1943, vol. 53, p. 142,143]"
,,,,,,,Full Text
,,,,,,,Details
1.74,in pure solvent,25,propan-2-ol,,,,"Burlage[1948, vol. 37, p. 345]"
,,,,,,,Full Text
,,,,,,,Details
0.255,,37,H2O,,,,"Saposhnikowa;?Postowskii[Zhurnal Prikladnoi Khimii,?1944, vol. 17, p. 427,428, 430, 431][Chem.Abstr.,?1945, p. 3626]"
,,,,,,,Full Text
,,,,,,,Details
0.5,,50,H2O,,,,"Saposhnikowa;?Postowskii[Zhurnal Prikladnoi Khimii,?1944, vol. 17, p. 427,428, 430, 431][Chem.Abstr.,?1945, p. 3626]"
,,,,,,,Full Text
,,,,,,,Details
1.72,,75,H2O,,,,"Saposhnikowa;?Postowskii[Zhurnal Prikladnoi Khimii,?1944, vol. 17, p. 427,428, 430, 431][Chem.Abstr.,?1945, p. 3626]"
,,,,,,,Full Text
,,,,,,,Details
3.19,,99,H2O,,,,"Saposhnikowa;?Postowskii[Zhurnal Prikladnoi Khimii,?1944, vol. 17, p. 427,428, 430, 431][Chem.Abstr.,?1945, p. 3626]"
,,,,,,,Full Text
,,,,,,,Details
0.237,,20,H2O,,,,"Frisk[Acta Medica Scandinavica, Supplement,?1943, vol. 142, p. 1,20]"
,,,,,,,Full Text
,,,,,,,Details
0.4,,37,H2O,,,,"Raiziss;?Freifelder[Journal of the American Chemical Society,?1942, vol. 64, p. 2340]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetails
0.318,,37,H2O,,,,"Roblin et al.[Journal of the American Chemical Society,?1940, vol. 62, p. 2002,2003][Journal of the American Chemical Society,?1942, vol. 64, p. 567,568]"
,,,,,,,Full Text
,,,,,,,Details
