"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,50,water,,,Solubility: 0.0034 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,30,"1,2-Propanediol, water","propane-1,2-diol (25 vol percent); water (75 vol percent)",,Solubility: 0.0044 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,35,"1,2-Propanediol, water","propane-1,2-diol (25 vol percent); water (75 vol percent)",,Solubility: 0.005 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,40,"1,2-Propanediol, water","propane-1,2-diol (25 vol percent); water (75 vol percent)",,Solubility: 0.0055 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,20,"ethanol, water",ethanol (25 vol percent); water (75 vol percent),,Solubility: 0.0059 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,45,"1,2-Propanediol, water","propane-1,2-diol (25 vol percent); water (75 vol percent)",,Solubility: 0.0082 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,25,"ethanol, water",ethanol (25 vol percent); water (75 vol percent),,Solubility: 0.0091 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,50,"1,2-Propanediol, water","propane-1,2-diol (25 vol percent); water (75 vol percent)",,Solubility: 0.0095 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,20,"1,2-Propanediol, water","propane-1,2-diol (50 vol percent); water (50 vol percent)",,Solubility: 0.0102 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,30,"ethanol, water",ethanol (25 vol percent); water (75 vol percent),,Solubility: 0.0106 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,25,"1,2-Propanediol, water","propane-1,2-diol (50 vol percent); water (50 vol percent)",,Solubility: 0.0123 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,35,"ethanol, water",ethanol (25 vol percent); water (75 vol percent),,Solubility: 0.0126 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,40,"ethanol, water",ethanol (25 vol percent); water (75 vol percent),,Solubility: 0.0152 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,35,"1,2-Propanediol, water","propane-1,2-diol (50 vol percent); water (50 vol percent)",,Solubility: 0.0192 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,45,"ethanol, water",ethanol (25 vol percent); water (75 vol percent),,Solubility: 0.0203 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,20,"ethanol, water",ethanol (50 vol percent); water (50 vol percent),,Solubility: 0.0219 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,50,"ethanol, water",ethanol (25 vol percent); water (75 vol percent),,Solubility: 0.023 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,40,"1,2-Propanediol, water","propane-1,2-diol (50 vol percent); water (50 vol percent)",,Solubility: 0.0262 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,40,water,,,Solubility: 0.027 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,25,"ethanol, water",ethanol (50 vol percent); water (50 vol percent),,Solubility: 0.0295 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,20,"1,2-Propanediol, water","propane-1,2-diol (75 vol percent); water (25 vol percent)",,Solubility: 0.0298 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,45,"1,2-Propanediol, water","propane-1,2-diol (50 vol percent); water (50 vol percent)",,Solubility: 0.0304 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,25,"1,2-Propanediol, water","propane-1,2-diol (75 vol percent); water (25 vol percent)",,Solubility: 0.0305 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,50,"1,2-Propanediol, water","propane-1,2-diol (50 vol percent); water (50 vol percent)",,Solubility: 0.035 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,30,"ethanol, water",ethanol (50 vol percent); water (50 vol percent),,Solubility: 0.0353 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,30,"1,2-Propanediol, water","propane-1,2-diol (75 vol percent); water (25 vol percent)",,Solubility: 0.0369 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,35,"ethanol, water",ethanol (50 vol percent); water (50 vol percent),,Solubility: 0.041 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,35,"1,2-Propanediol, water","propane-1,2-diol (75 vol percent); water (25 vol percent)",,Solubility: 0.0422 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,20,ethanol,,,Solubility: 0.0435 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,20,"ethanol, water",ethanol (75 vol percent); water (25 vol percent),,Solubility: 0.045 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,20,"1,2-Propanediol",,,Solubility: 0.0451 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,40,"1,2-Propanediol, water","propane-1,2-diol (75 vol percent); water (25 vol percent)",,Solubility: 0.0473 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,40,"ethanol, water",ethanol (50 vol percent); water (50 vol percent),,Solubility: 0.0489 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,25,"1,2-Propanediol",,,Solubility: 0.0536 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,25,ethanol,,,Solubility: 0.0546 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,25,"ethanol, water",ethanol (75 vol percent); water (25 vol percent),,Solubility: 0.0562 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,30,"1,2-Propanediol",,,Solubility: 0.0576 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,30,ethanol,,,Solubility: 0.059 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,45,"1,2-Propanediol, water","propane-1,2-diol (75 vol percent); water (25 vol percent)",,Solubility: 0.0595 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,45,"ethanol, water",ethanol (50 vol percent); water (50 vol percent),,Solubility: 0.0597 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,30,"ethanol, water",ethanol (75 vol percent); water (25 vol percent),,Solubility: 0.061 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,35,ethanol,,,Solubility: 0.0634 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,35,"1,2-Propanediol",,,Solubility: 0.0636 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,50,"ethanol, water",ethanol (50 vol percent); water (50 vol percent),,Solubility: 0.0655 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,50,"1,2-Propanediol, water","propane-1,2-diol (75 vol percent); water (25 vol percent)",,Solubility: 0.0655 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,35,"ethanol, water",ethanol (75 vol percent); water (25 vol percent),,Solubility: 0.0668 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,40,ethanol,,,Solubility: 0.0676 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,40,"1,2-Propanediol",,,Solubility: 0.069 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,40,"ethanol, water",ethanol (75 vol percent); water (25 vol percent),,Solubility: 0.0729 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,45,"1,2-Propanediol",,,Solubility: 0.0767 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,45,ethanol,,,Solubility: 0.0778 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,45,"ethanol, water",ethanol (75 vol percent); water (25 vol percent),,Solubility: 0.0823 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,50,"1,2-Propanediol",,,Solubility: 0.0881 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,50,ethanol,,,Solubility: 0.0921 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,50,"ethanol, water",ethanol (75 vol percent); water (25 vol percent),,Solubility: 0.0947 g/100g solvent,"Assis, Gabriel Pereira;?Garcia, Rafael Henrique Lazzari;?Derenzo, Silas;?Bernardo, Andr¨¦[Journal of Molecular Liquids,?2021, vol. 323, art. no. 114617]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
,in pure solvent,20,isopropyl alcohol,,supporting information,Solubility: 110.03 g/kg solvent,"Liu, Yumin;?Gabriele, Benjamin;?Davey, Roger J.;?Cruz-Cabeza, Aurora J.[Journal of the American Chemical Society,?2020, vol. 142, # 14, p. 6682 - 6689]"
,,,,,,,Full Text
,,,,,,,Cited 55 timesDetailsAbstract
,in pure solvent,20,water,,supporting information,Solubility: 13.22 g/kg solvent,"Liu, Yumin;?Gabriele, Benjamin;?Davey, Roger J.;?Cruz-Cabeza, Aurora J.[Journal of the American Chemical Society,?2020, vol. 142, # 14, p. 6682 - 6689]"
,,,,,,,Full Text
,,,,,,,Cited 55 timesDetailsAbstract
,in pure solvent,20,isopropyl alcohol,,supporting information,Solubility: 137.33 g/kg solvent,"Liu, Yumin;?Gabriele, Benjamin;?Davey, Roger J.;?Cruz-Cabeza, Aurora J.[Journal of the American Chemical Society,?2020, vol. 142, # 14, p. 6682 - 6689]"
,,,,,,,Full Text
,,,,,,,Cited 55 timesDetailsAbstract
,in pure solvent,20,water,,supporting information,Solubility: 17.3 g/kg solvent,"Liu, Yumin;?Gabriele, Benjamin;?Davey, Roger J.;?Cruz-Cabeza, Aurora J.[Journal of the American Chemical Society,?2020, vol. 142, # 14, p. 6682 - 6689]"
,,,,,,,Full Text
,,,,,,,Cited 55 timesDetailsAbstract
,,,,,Paragraph 0058,high solubility of APAP in ethanol,"Current Patent Assignee:?MONTEFIORE MEDICAL CENTER?- WO2020/97091,?2020, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,,water-soluble,"Hidaka, S.;?Ikeuchi-Takahashi, Y.;?Ito, S.;?Itokawa, A.;?Onishi, H.;?Onuki, Y.;?Ota, M.[Pharmazie,?2020, vol. 75, # 1, p. 2 - 6]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,,,,,,sparingly soluble in cold water but highly soluble in hot water,"Kumari, Manisha;?Mondal, Shrabani;?Sharma, Prashant K.[Journal of Alloys and Compounds,?2019, vol. 776, p. 654 - 665]"
,,,,,,,Full Text
,,,,,,,Cited 14 timesDetailsAbstract
15,in pure solvent,25,water,,,,"Jesus, Ana R.;?Soromenho, M¨¢rio R.C.;?Raposo, Lu¨ªs R.;?Esperan?a, Jos¨¦ M.S.S.;?Baptista, Pedro V.;?Fernandes, Alexandra R.;?Reis, Patr¨ªcia M.[European Journal of Pharmaceutics and Biopharmaceutics,?2019, vol. 137, p. 227 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 62 timesDetailsAbstract
,,,,,,soluble in water,"Yu, Kyeong-Nam;?Nadanaciva, Sashi;?Rana, Payal;?Lee, Dong Woo;?Ku, Bosung;?Roth, Alexander D.;?Dordick, Jonathan S.;?Will, Yvonne;?Lee, Moo-Yeal[Archives of Toxicology,?2018, vol. 92, # 3, p. 1295 - 1310]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
,,15.08,water,,,Solubility: 0.132 molpercent,"Pascual, Gladys Kate;?Donnellan, Philip;?Glennon, Brian;?Kamaraju, Vamsi Krishna;?Jones, Roderick C.[Journal of Chemical and Engineering Data,?2017, vol. 62, # 10, p. 3193 - 3205]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,20.46,water,,,Solubility: 0.153 molpercent,"Pascual, Gladys Kate;?Donnellan, Philip;?Glennon, Brian;?Kamaraju, Vamsi Krishna;?Jones, Roderick C.[Journal of Chemical and Engineering Data,?2017, vol. 62, # 10, p. 3193 - 3205]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,25.5,water,,,Solubility: 0.181 molpercent,"Pascual, Gladys Kate;?Donnellan, Philip;?Glennon, Brian;?Kamaraju, Vamsi Krishna;?Jones, Roderick C.[Journal of Chemical and Engineering Data,?2017, vol. 62, # 10, p. 3193 - 3205]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,29.72,water,,,Solubility: 0.21 molpercent,"Pascual, Gladys Kate;?Donnellan, Philip;?Glennon, Brian;?Kamaraju, Vamsi Krishna;?Jones, Roderick C.[Journal of Chemical and Engineering Data,?2017, vol. 62, # 10, p. 3193 - 3205]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
