"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,53.84,ethanol,,,Solubility: 3.441 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,59.84,ethanol,,,Solubility: 3.831 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,69.84,ethanol,,,Solubility: 4.511 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,5.84,acetone,,,Solubility: 0.3437 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,11.84,acetone,,,Solubility: 0.4191 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,17.84,acetone,,,Solubility: 0.4985 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,23.84,acetone,,,Solubility: 0.5831 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,29.84,acetone,,,Solubility: 0.673 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,35.84,acetone,,,Solubility: 0.7677 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,41.84,acetone,,,Solubility: 0.8671 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,47.84,acetone,,,Solubility: 0.9722 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,53.84,acetone,,,Solubility: 1.083 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,59.84,acetone,,,Solubility: 1.2 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,5.84,water,,,Solubility: 0.0136 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,11.84,water,,,Solubility: 0.0435 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,17.84,water,,,Solubility: 0.0813 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,23.84,water,,,Solubility: 0.1252 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,29.84,water,,,Solubility: 0.1711 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,35.84,water,,,Solubility: 0.2213 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,41.84,water,,,Solubility: 0.265 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,47.84,water,,,Solubility: 0.3283 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,53.84,water,,,Solubility: 0.4148 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,59.84,water,,,Solubility: 0.5412 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,65.84,water,,,Solubility: 0.6235 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,79.84,water,,,Solubility: 0.8835 molpercent,"Dang, Leping;?Du, Weiwei;?Black, Simon;?Wei, Hongyuan[Journal of Chemical and Engineering Data,?2009, vol. 54, # 11, p. 3112 - 3113]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
6,in pure solvent,25,H2O,,,,"Kikuchi;?Hirayama;?Uekama[Chemical and Pharmaceutical Bulletin,?1987, vol. 35, # 1, p. 315 - 319]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,in pure solvent,5,H2O,,,Solubility: 6.729 mol-percent,"Apelblat, Alexander;?Manzurola, Emanuel[Journal of Chemical Thermodynamics,?1987, vol. 19, # 3, p. 317 - 320]"
,,,,,,,Full Text
,,,,,,,Cited 221 timesDetailsAbstract
,in pure solvent,25,H2O,,,Solubility: 11.09 mol-percent,"Apelblat, Alexander;?Manzurola, Emanuel[Journal of Chemical Thermodynamics,?1987, vol. 19, # 3, p. 317 - 320]"
,,,,,,,Full Text
,,,,,,,Cited 221 timesDetailsAbstract
,in pure solvent,65,H2O,,,Solubility: 23.23 mol-percent,"Apelblat, Alexander;?Manzurola, Emanuel[Journal of Chemical Thermodynamics,?1987, vol. 19, # 3, p. 317 - 320]"
,,,,,,,Full Text
,,,,,,,Cited 221 timesDetailsAbstract
,in pure solvent,,,,,,"Yalkowsky;?Valvani;?Roseman[Journal of Pharmaceutical Sciences,?1983, vol. 72, # 8, p. 866 - 870]"
,,,,,,,Full Text
,,,,,,,Cited 185 timesDetailsAbstract
,,,,,,"in Me., Acetonitril, DMSO u. DMF","Chantooni;?Kolthoff[Journal of Physical Chemistry,?1975, vol. 79, p. 1176,1177, 1181]"
,,,,,,,Full Text
,,,,,,,Cited 48 timesDetails
,,20,methanol,,,100 g solvent dissolves. 6.5 g Substance.,"Descamps[Bulletin des Societes Chimiques Belges,?1940, vol. 49, p. 99 - 102]"
,,,,,,,Full Text
,,,,,,,Details
,,20,ethanol,,,100 g solvent dissolves. 4.57 g Substance.,"Descamps[Bulletin des Societes Chimiques Belges,?1940, vol. 49, p. 99 - 102]"
,,,,,,,Full Text
,,,,,,,Details
,,20,,,,100 g solvent dissolves. 0.32 g Substance.,"Descamps[Bulletin des Societes Chimiques Belges,?1940, vol. 49, p. 99 - 102]"
,,,,,,,Full Text
,,,,,,,Details
,,20,acetone,,,100 g solvent dissolves. 2.33 g Substance.,"Descamps[Bulletin des Societes Chimiques Belges,?1940, vol. 49, p. 99 - 102]"
,,,,,,,Full Text
,,,,,,,Details
,,20,dioxane,,,100 g solvent dissolves. 1.54 g Substance.,"Descamps[Bulletin des Societes Chimiques Belges,?1940, vol. 49, p. 99 - 102]"
,,,,,,,Full Text
,,,,,,,Details
,,15.5,,,,100 g solvent dissolves. 0.428 g Substance.,"Cattelain;?Couchet[Bulletin de la Societe Chimique de France,?1937, vol. <5> 4, p. 499]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,100 g solvent dissolves. 9.97 g Substance.,"Cattelain;?Couchet[Bulletin de la Societe Chimique de France,?1937, vol. <5> 4, p. 499]"
,,,,,,,Full Text
,,,,,,,Details
,,50,but-2-enenitrile,,,100 g solvent dissolves. 0.034 g Substance.,"Lebrun[Bulletin des Societes Chimiques Belges,?1930, vol. 39, p. 429]"
,,,,,,,Full Text
,,,,,,,Details
,,50,but-2c-enenitrile,,,100 g solvent dissolves. 0.076 g Substance.,"Lebrun[Bulletin des Societes Chimiques Belges,?1930, vol. 39, p. 429]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,insol. in liquid SO2;,"Carli, F. de[Gazzetta Chimica Italiana,?1927, vol. 57, p. 347 - 355]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B1, 140, page 304 - 306]"
,,,,,,,Full Text
,,,,,,,Details
12.9,in pure solvent,20,acetone,,,,"Viseur[Bulletin des Societes Chimiques Belges,?1926, vol. 35, p. 428][Chemisches Zentralblatt,?1927, vol. 98, # I, p. 1543]"
,,,,,,,Full Text
,,,,,,,Details
,,40,H2O,,,100 g solvent dissolves. 1.07 g Substance.,"Weiss;?Downs[Journal of the American Chemical Society,?1923, vol. 45, p. 1006]"
,,,,,,,Full Text
,,,,,,,Details
