"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,25,various solvent(s),,,Solubility: 2.934 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,hexadecane,,,Solubility: 3.945 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,cyclohexane,,,Solubility: 2.504 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,methylcyclohexane,,,Solubility: 2.769 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 3.031 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,cyclooctane,,,Solubility: 3.602 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,"2,2,4-trimethyl-pentane",,,Solubility: 1.631 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,benzene,,,Solubility: 4.226 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,toluene,,,Solubility: 4.206 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,diethyl ether,,,Solubility: 2.375 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,dibutyl ether,,,Solubility: 9.959 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,tert-butyl methyl ether,,,Solubility: 2.138 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,diisopropyl ether,,,Solubility: 1.043 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,ethanol,,,Solubility: 2.773 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,propan-1-ol,,,Solubility: 2.954 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,butan-1-ol,,,Solubility: 3.484 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,pentan-1-ol,,,Solubility: 4.241 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,hexan-1-ol,,,Solubility: 4.932 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,heptan-1-ol,,,Solubility: 5.386 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,octan-1-ol,,,Solubility: 5.935 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 6.657 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,propan-2-ol,,,Solubility: 2.129 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,butan-2-ol,,,Solubility: 3.312 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,isobutanol,,,Solubility: 1.732 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,2-methyl-propan-2-ol,,,Solubility: 2.282 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,3-methyl-butan-1-ol,,,Solubility: 3.201 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 3.244 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 2.974 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 3.667 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 3.108 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 4.106 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 5.998 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,"ethane-1,2-diol",,,Solubility: 0.4630 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,acetonitrile,,,Solubility: 32.75 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 37.04 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 38.28 molpercent,"Hoover, Kaci R.;?Acree Jr., William E.;?Abraham, Michael H.[Journal of Solution Chemistry,?2005, vol. 34, # 10, p. 1121 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,,,,,,"Kibbey, Christopher E.;?Poole, Salwa K.;?Robinson, Ben;?Jackson, J. Derek;?Durham, Douglas[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 8, p. 1164 - 1175]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.034,in pure solvent,20,H2O,,,,"Al-Bashir;?Hawari;?Leduc;?Samson[Water Research,?1994, vol. 28, # 8, p. 1817 - 1825]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,,,,,,H2O (Tab. II),"Hautala,R.R.;?Letsinger,R.L.[Journal of Organic Chemistry,?1971, vol. 36, # 24, p. 3762 - 3768]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetails
,,,,,,in H2O als f(T),"Katayama et al.[Kolloid Zeitschrift und Zeitschrift fur Polymere,?1966, vol. 210, p. 126]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetails
,,,CO2,,,at:21-26 degreeC.,"Francis[Journal of Physical Chemistry,?1954, vol. 58, p. 1099,1104]"
,,,,,,,Full Text
,,,,,,,Details
,,,carbon dioxide,,,Solubility: 1.E0 weight-percent,"Francis, A. W.[Journal of Physical Chemistry,?1954, vol. 58, p. 1099 - 1114]"
,,,,,,,Full Text
,,,,,,,Cited 227 timesDetails
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: C: MVol.C1, 215, page 548 - 568]"
,,,,,,,Full Text
,,,,,,,Details
,,,light petroleum,,,at:0-50 degreeC.,"Fedorow;?Spryskow[Zeitschrift fur Analytische Chemie,?1935, vol. 103, p. 28,30, 31][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1948, vol. 21, p. 1015]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,slightly sol. in liquid SO2;,"Carli, F. de[Gazzetta Chimica Italiana,?1927, vol. 57, p. 347 - 355]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B1, 142, page 308 - 310]"
,,,,,,,Full Text
,,,,,,,Details
,,18,H2O,,,100 g solvent dissolves. 0.005 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,H2O,,,100 g solvent dissolves. 0.009 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,100 g solvent dissolves. 0.012 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,CHCl3,,,100 g solvent dissolves. 94.152 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,30,CHCl3,,,100 g solvent dissolves. 179.22 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,CCl4,,,100 g solvent dissolves. 24.315 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,32,CCl4,,,100 g solvent dissolves. 112.65 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,benzene,,,100 g solvent dissolves. 113.779 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,29.5,benzene,,,100 g solvent dissolves. 213.28 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,toluene,,,100 g solvent dissolves. 85.083 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,31,toluene,,,100 g solvent dissolves. 184.53 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,methanol,,,100 g solvent dissolves. 6.195 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,31,methanol,,,100 g solvent dissolves. 15.47 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,ethanol,,,100 g solvent dissolves. 5.949 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,32.5,ethanol,,,100 g solvent dissolves. 11.57 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,ethanol,,,100 g solvent dissolves. 0.7080 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,37,ethanol,,,100 g solvent dissolves. 24.41 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,diethyl ether,,,100 g solvent dissolves. 43.484 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,28,diethyl ether,,,100 g solvent dissolves. 117.71 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,acetone,,,100 g solvent dissolves. 131.602 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,32,acetone,,,100 g solvent dissolves. 327.60 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,ethyl acetate,,,100 g solvent dissolves. 73.265 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,32,ethyl acetate,,,100 g solvent dissolves. 189.93 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,CS2,,,100 g solvent dissolves. 62.063 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,29,CS2,,,100 g solvent dissolves. 136.53 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,18,pyridine,,,100 g solvent dissolves. 117.805 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,32,pyridine,,,100 g solvent dissolves. 217.82 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 73][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
45,in solution,20,ethanol,,,,"v. Braun;?Hahn;?Seemann[Chemische Berichte,?1922, vol. 55, p. 1694]"
,,,,,,,Full Text
,,,,,,,Details
,,18.5,formic acid,,,100 g solvent dissolves. 3.4 g Substance.,"Aschan[Chemiker-Zeitung, Chemische Apparatur,?1913, vol. 37, p. 1117]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethanol,,,2.81 part(s) of substance.dissolves in:100 parts of solvent.,"Beilstein;?Kuhlberg[Justus Liebigs Annalen der Chemie,?1873, vol. 169, p. 82]"
,,,,,,,Full Text
,,,,,,,Details
