"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
2.1388,in pure solvent,25.04,"ethyl acetate, methanol",ethyl acetate (0.093 mol); methanol (0.907 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
2.85173,in pure solvent,25.04,"ethyl acetate, methanol",ethyl acetate (0.149 mol); methanol (0.851 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
3.38643,in pure solvent,25.04,"ethyl acetate, methanol",ethyl acetate (0.215 mol); methanol (0.785 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
4.63406,in pure solvent,25.04,"ethyl acetate, methanol",ethyl acetate (0.291 mol); methanol (0.709 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
4.99052,in pure solvent,25.04,"ethyl acetate, methanol",ethyl acetate (0.381 mol); methanol (0.619 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
6.77285,in pure solvent,25.04,"ethyl acetate, methanol",ethyl acetate (0.489 mol); methanol (0.511 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
7.12932,in pure solvent,25.04,"ethyl acetate, methanol",ethyl acetate (0.621 mol); methanol (0.379 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
8.02049,in pure solvent,25.04,"ethyl acetate, methanol",ethyl acetate (0.787 mol); methanol (0.213 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
8.73342,in pure solvent,25.04,ethyl acetate,,,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
24.2397,in pure solvent,25.04,cyclohexanone,,,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
1.0694,in pure solvent,25.04,methanol,,,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
1.96056,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.044 mol); ethyl acetate (0.047 mol); methanol (0.909 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
4.81229,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.056 mol); ethyl acetate (0.233 mol); methanol (0.711 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
5.70346,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.061 mol); ethyl acetate (0.318 mol); methanol (0.621 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
7.48579,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.084 mol); ethyl acetate (0.702 mol); methanol (0.214 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
5.52522,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.122 mol); ethyl acetate (0.255 mol); methanol (0.623 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
7.30755,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.176 mol); ethyl acetate (0.222 mol); methanol (0.602 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
9.26812,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.202 mol); ethyl acetate (0.282 mol); methanol (0.516 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
8.91165,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.218 mol); ethyl acetate (0.227 mol); methanol (0.555 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
6.23816,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.224 mol); ethyl acetate (0.059 mol); methanol (0.717 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
7.48579,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.246 mol); ethyl acetate (0.128 mol); methanol (0.626 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
10.1593,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.27 mol); ethyl acetate (0.212 mol); methanol (0.518 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
9.80282,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.301 mol); ethyl acetate (0.315 mol); methanol (0.384 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
9.26812,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.308 mol); ethyl acetate (0.064 mol); methanol (0.628 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
12.2981,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.339 mol); ethyl acetate (0.444 mol); methanol (0.217 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
13.9022,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.425 mol); ethyl acetate (0.357 mol); methanol (0.218 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
18.7145,in pure solvent,25.04,"cyclohexanone, ethyl acetate, methanol",cyclohexanone (0.69 mol); ethyl acetate (0.09 mol); methanol (0.22 mol),,,"Jouyban, Abolghasem;?Manzoori, Jamshid L.;?Panahi-Azar, Vahid;?Soleymani, Jafar;?Fakhree, Mohammad A. A.;?Shayanfar, Ali;?Acree, William E.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 7, p. 2607 - 2609]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,24.99,propan-1-ol,,,Solubility: 0.0591 molpercent,"Corella, Monica;?Wolcott, Kimberle;?Carrillo, Miranda;?Acree Jr., William E.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 929 - 931]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,,,,,,"Alcazar, Lisset;?Blanco, Ana;?Cano, Ruth;?Fisher, Leigh;?Nau, Mason;?Sidransky, Lizette;?Aeree Jr., William E.[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 201 - 203]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in solution,24.99,"various solvent(s), propan-1-ol",,,"Ratio of solvents: 8.72:91.28 mol%, Solubility: 0.0917 molpercent","Alcazar, Lisset;?Blanco, Ana;?Cano, Ruth;?Fisher, Leigh;?Nau, Mason;?Sidransky, Lizette;?Aeree Jr., William E.[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 201 - 203]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in solution,24.99,"various solvent(s), propan-1-ol",,,"Ratio of solvents: 16.34:83.66 mol%, Solubility: 0.1211 molpercent","Alcazar, Lisset;?Blanco, Ana;?Cano, Ruth;?Fisher, Leigh;?Nau, Mason;?Sidransky, Lizette;?Aeree Jr., William E.[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 201 - 203]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in solution,24.99,"various solvent(s), propan-1-ol",,,"Ratio of solvents: 34.03:65.97 mol%, Solubility: 0.205 molpercent","Alcazar, Lisset;?Blanco, Ana;?Cano, Ruth;?Fisher, Leigh;?Nau, Mason;?Sidransky, Lizette;?Aeree Jr., William E.[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 201 - 203]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in solution,24.99,"various solvent(s), propan-1-ol",,,"Ratio of solvents: 44.16:55.84 mol%, Solubility: 0.252 molpercent","Alcazar, Lisset;?Blanco, Ana;?Cano, Ruth;?Fisher, Leigh;?Nau, Mason;?Sidransky, Lizette;?Aeree Jr., William E.[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 201 - 203]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in solution,24.99,"various solvent(s), propan-1-ol",,,"Ratio of solvents: 53.77:46.23 mol%, Solubility: 0.309 molpercent","Alcazar, Lisset;?Blanco, Ana;?Cano, Ruth;?Fisher, Leigh;?Nau, Mason;?Sidransky, Lizette;?Aeree Jr., William E.[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 201 - 203]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in solution,24.99,"various solvent(s), propan-1-ol",,,"Ratio of solvents: 75.87:24.13 mol%, Solubility: 0.438 molpercent","Alcazar, Lisset;?Blanco, Ana;?Cano, Ruth;?Fisher, Leigh;?Nau, Mason;?Sidransky, Lizette;?Aeree Jr., William E.[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 201 - 203]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in solution,24.99,"various solvent(s), propan-1-ol",,,"Ratio of solvents: 86.99:13.01 mol%, Solubility: 0.504 molpercent","Alcazar, Lisset;?Blanco, Ana;?Cano, Ruth;?Fisher, Leigh;?Nau, Mason;?Sidransky, Lizette;?Aeree Jr., William E.[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 201 - 203]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in solution,24.99,various solvent(s),,,Solubility: 0.588 molpercent,"Alcazar, Lisset;?Blanco, Ana;?Cano, Ruth;?Fisher, Leigh;?Nau, Mason;?Sidransky, Lizette;?Aeree Jr., William E.[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 201 - 203]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in solution,24.99,propan-2-ol,,,Solubility: 0.0411 molpercent,"Corella, Monica;?Wolcott, Kimberle;?Carrillo, Miranda;?Acree Jr., William E.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 929 - 931]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,,,,,,"Alcazar, Lisset;?Blanco, Ana;?Cano, Ruth;?Fisher, Leigh;?Nau, Mason;?Sidransky, Lizette;?Aeree Jr., William E.[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 201 - 203]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
